Area_Name,Year,Group_Name,Sub_Group_Name,K_A_Cases_Reported,K_A_Female_10_18_Years,K_A_Female_18_30_Years,K_A_Female_30_50_Years,K_A_Female_Above_50_Years,K_A_Female_Total,K_A_Female_Upto_10_Years,K_A_Grand_Total,K_A_Male_10_18_Years,K_A_Male_18_30_Years,K_A_Male_30_50_Years,K_A_Male_Above_50_Years,K_A_Male_Total,K_A_Male_Upto_10_Years
Nagaland,2006,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2006,Kidnap - For Prostitution,06. For Prostitution,4,0,2,0,0,4,2,4,0,0,0,0,0,0
Sikkim,2006,Kidnap - For Prostitution,06. For Prostitution,1,0,1,0,0,1,0,1,0,0,0,0,0,0
Tamil Nadu,2006,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2006,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2006,Kidnap - For Prostitution,06. For Prostitution,206,11,189,6,0,206,0,206,0,0,0,0,0,0
Andhra Pradesh,2007,Kidnap - For Prostitution,06. For Prostitution,34,10,23,0,0,33,0,35,0,2,0,0,2,0
Arunachal Pradesh,2007,Kidnap - For Prostitution,06. For Prostitution,4,0,4,0,0,4,0,4,0,0,0,0,0,0
Assam,2007,Kidnap - For Prostitution,06. For Prostitution,44,0,34,10,0,44,0,44,0,0,0,0,0,0
Bihar,2007,Kidnap - For Prostitution,06. For Prostitution,1,0,0,0,0,0,0,1,0,1,0,0,1,0
Chhattisgarh,2007,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2007,Kidnap - For Prostitution,06. For Prostitution,1,1,0,0,0,1,0,1,0,0,0,0,0,0
Gujarat,2007,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2007,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2007,Kidnap - For Prostitution,06. For Prostitution,7,3,2,2,0,7,0,7,0,0,0,0,0,0
Karnataka,2007,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2007,Kidnap - For Prostitution,06. For Prostitution,2,0,1,1,0,2,0,2,0,0,0,0,0,0
Madhya Pradesh,2007,Kidnap - For Prostitution,06. For Prostitution,1,1,0,0,0,1,0,1,0,0,0,0,0,0
Maharashtra,2007,Kidnap - For Prostitution,06. For Prostitution,52,94,58,3,0,155,0,155,0,0,0,0,0,0
Manipur,2007,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2007,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2007,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2007,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2007,Kidnap - For Prostitution,06. For Prostitution,1,1,0,0,0,1,0,1,0,0,0,0,0,0
Uttarakhand,2007,Kidnap - For Prostitution,06. For Prostitution,2,0,0,0,0,0,0,2,0,2,0,0,2,0
West Bengal,2007,Kidnap - For Prostitution,06. For Prostitution,164,20,142,2,0,164,0,164,0,0,0,0,0,0
Andhra Pradesh,2008,Kidnap - For Prostitution,06. For Prostitution,34,8,21,5,0,34,0,34,0,0,0,0,0,0
Arunachal Pradesh,2008,Kidnap - For Prostitution,06. For Prostitution,4,4,0,0,0,4,0,4,0,0,0,0,0,0
Assam,2008,Kidnap - For Prostitution,06. For Prostitution,84,0,69,15,0,84,0,84,0,0,0,0,0,0
Bihar,2008,Kidnap - For Prostitution,06. For Prostitution,2,0,1,0,0,1,0,2,0,0,1,0,1,0
Chhattisgarh,2008,Kidnap - For Prostitution,06. For Prostitution,7,3,4,0,0,7,0,7,0,0,0,0,0,0
Delhi,2008,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2008,Kidnap - For Prostitution,06. For Prostitution,1,0,1,0,0,1,0,1,0,0,0,0,0,0
Haryana,2008,Kidnap - For Prostitution,06. For Prostitution,0,2,0,0,0,2,0,2,0,0,0,0,0,0
Himachal Pradesh,2008,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2008,Kidnap - For Prostitution,06. For Prostitution,21,1,20,0,0,21,0,21,0,0,0,0,0,0
Karnataka,2008,Kidnap - For Prostitution,06. For Prostitution,3,3,4,0,0,7,0,7,0,0,0,0,0,0
Madhya Pradesh,2008,Kidnap - For Prostitution,06. For Prostitution,4,2,0,0,0,5,3,5,0,0,0,0,0,0
Maharashtra,2008,Kidnap - For Prostitution,06. For Prostitution,74,92,48,2,0,142,0,142,0,0,0,0,0,0
Manipur,2008,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2008,Kidnap - For Prostitution,06. For Prostitution,1,1,0,0,0,1,0,1,0,0,0,0,0,0
Mizoram,2008,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2008,Kidnap - For Prostitution,06. For Prostitution,2,0,2,0,0,2,0,2,0,0,0,0,0,0
Puducherry,2008,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2008,Kidnap - For Prostitution,06. For Prostitution,1,1,0,0,0,1,0,1,0,0,0,0,0,0
Rajasthan,2008,Kidnap - For Prostitution,06. For Prostitution,6,0,5,0,0,5,0,6,0,0,0,0,1,1
Tamil Nadu,2008,Kidnap - For Prostitution,06. For Prostitution,1,0,1,0,0,1,0,1,0,0,0,0,0,0
West Bengal,2008,Kidnap - For Prostitution,06. For Prostitution,14,9,10,0,0,19,0,19,0,0,0,0,0,0
Andhra Pradesh,2009,Kidnap - For Prostitution,06. For Prostitution,75,7,54,1,0,62,0,75,0,7,6,0,13,0
Arunachal Pradesh,2009,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Kidnap - For Prostitution,06. For Prostitution,95,0,78,17,0,95,0,95,0,0,0,0,0,0
Bihar,2009,Kidnap - For Prostitution,06. For Prostitution,2,2,0,0,0,2,0,2,0,0,0,0,0,0
Chandigarh,2009,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2009,Kidnap - For Prostitution,06. For Prostitution,17,16,1,0,0,17,0,17,0,0,0,0,0,0
Delhi,2009,Kidnap - For Prostitution,06. For Prostitution,11,11,0,0,0,11,0,11,0,0,0,0,0,0
Gujarat,2009,Kidnap - For Prostitution,06. For Prostitution,30,13,17,0,0,30,0,30,0,0,0,0,0,0
Haryana,2009,Kidnap - For Prostitution,06. For Prostitution,3,3,0,0,0,3,0,3,0,0,0,0,0,0
Himachal Pradesh,2009,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Kidnap - For Prostitution,06. For Prostitution,1,0,2,0,0,2,0,2,0,0,0,0,0,0
Jharkhand,2009,Kidnap - For Prostitution,06. For Prostitution,17,0,15,0,0,15,0,17,0,2,0,0,2,0
Karnataka,2009,Kidnap - For Prostitution,06. For Prostitution,12,0,10,0,0,10,0,14,0,0,2,2,4,0
Madhya Pradesh,2009,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2009,Kidnap - For Prostitution,06. For Prostitution,51,81,40,0,0,121,0,122,1,0,0,0,1,0
Manipur,2009,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Kidnap - For Prostitution,06. For Prostitution,2,2,0,0,0,2,0,2,0,0,0,0,0,0
Tamil Nadu,2009,Kidnap - For Prostitution,06. For Prostitution,2,0,1,0,0,1,0,2,0,1,0,0,1,0
West Bengal,2009,Kidnap - For Prostitution,06. For Prostitution,200,26,135,45,0,209,3,209,0,0,0,0,0,0
Andhra Pradesh,2010,Kidnap - For Prostitution,06. For Prostitution,30,5,10,3,0,18,0,30,0,0,12,0,12,0
Arunachal Pradesh,2010,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2010,Kidnap - For Prostitution,06. For Prostitution,126,0,75,51,0,126,0,126,0,0,0,0,0,0
Bihar,2010,Kidnap - For Prostitution,06. For Prostitution,6,0,6,0,0,6,0,6,0,0,0,0,0,0
Chhattisgarh,2010,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2010,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2010,Kidnap - For Prostitution,06. For Prostitution,5,1,1,0,0,2,0,5,3,0,0,0,3,0
Himachal Pradesh,2010,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2010,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2010,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2010,Kidnap - For Prostitution,06. For Prostitution,6,1,6,0,0,7,0,7,0,0,0,0,0,0
Kerala,2010,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2010,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2010,Kidnap - For Prostitution,06. For Prostitution,55,67,55,0,0,122,0,123,0,0,0,0,1,1
Manipur,2010,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2010,Kidnap - For Prostitution,06. For Prostitution,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Mizoram,2010,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2010,Kidnap - For Prostitution,06. For Prostitution,1,0,1,0,0,1,0,1,0,0,0,0,0,0
Tamil Nadu,2010,Kidnap - For Prostitution,06. For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2010,Kidnap - For Prostitution,06. For Prostitution,234,15,109,59,51,234,0,234,0,0,0,0,0,0
Andhra Pradesh,2001,Kidnap - For Ransom,07. For Ransom,13,3,0,0,0,3,0,13,6,2,1,0,10,1
Arunachal Pradesh,2001,Kidnap - For Ransom,07. For Ransom,4,0,0,0,0,0,0,4,0,2,2,0,4,0
Assam,2001,Kidnap - For Ransom,07. For Ransom,62,3,0,0,0,3,0,62,9,26,21,2,59,1
Bihar,2001,Kidnap - For Ransom,07. For Ransom,492,3,2,1,0,6,0,492,92,195,111,12,486,76
Chandigarh,2001,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,Kidnap - For Ransom,07. For Ransom,3,0,0,0,0,0,0,3,1,0,1,1,3,0
Delhi,2001,Kidnap - For Ransom,07. For Ransom,41,2,1,1,0,5,1,44,8,6,4,1,39,20
Gujarat,2001,Kidnap - For Ransom,07. For Ransom,30,2,0,0,0,2,0,30,7,9,11,0,28,1
Haryana,2001,Kidnap - For Ransom,07. For Ransom,11,0,0,0,0,0,0,12,6,2,0,0,12,4
Himachal Pradesh,2001,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2001,Kidnap - For Ransom,07. For Ransom,23,0,1,0,0,1,0,23,7,4,7,4,22,0
Karnataka,2001,Kidnap - For Ransom,07. For Ransom,20,1,1,2,0,4,0,20,1,6,5,2,16,2
Kerala,2001,Kidnap - For Ransom,07. For Ransom,2,0,0,0,0,0,0,2,0,0,2,0,2,0
Madhya Pradesh,2001,Kidnap - For Ransom,07. For Ransom,132,3,3,0,6,12,0,163,28,91,28,2,151,2
Maharashtra,2001,Kidnap - For Ransom,07. For Ransom,36,2,1,0,0,6,3,37,17,5,7,0,31,2
Meghalaya,2001,Kidnap - For Ransom,07. For Ransom,47,0,0,0,0,0,0,47,2,10,33,1,47,1
Mizoram,2001,Kidnap - For Ransom,07. For Ransom,1,0,0,0,0,0,0,1,0,1,0,0,1,0
Nagaland,2001,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2001,Kidnap - For Ransom,07. For Ransom,1,1,0,0,0,1,0,1,0,0,0,0,0,0
Punjab,2001,Kidnap - For Ransom,07. For Ransom,6,0,0,0,0,0,0,6,2,0,1,0,6,3
Rajasthan,2001,Kidnap - For Ransom,07. For Ransom,10,0,1,0,0,1,0,10,1,1,6,0,9,1
Tamil Nadu,2001,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2001,Kidnap - For Ransom,07. For Ransom,80,0,0,0,0,0,0,204,131,58,15,0,204,0
Uttar Pradesh,2001,Kidnap - For Ransom,07. For Ransom,323,4,18,6,0,29,1,382,80,173,85,3,353,12
Uttarakhand,2001,Kidnap - For Ransom,07. For Ransom,5,0,0,0,0,0,0,5,2,2,1,0,5,0
West Bengal,2001,Kidnap - For Ransom,07. For Ransom,24,0,0,0,0,0,0,28,1,11,9,3,28,4
Andhra Pradesh,2002,Kidnap - For Ransom,07. For Ransom,8,1,0,0,0,1,0,8,1,4,1,0,7,1
Assam,2002,Kidnap - For Ransom,07. For Ransom,71,0,12,0,0,12,0,71,0,33,26,0,59,0
Bihar,2002,Kidnap - For Ransom,07. For Ransom,397,1,2,1,0,4,0,397,5,278,90,17,393,3
Chhattisgarh,2002,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2002,Kidnap - For Ransom,07. For Ransom,32,0,0,0,0,1,1,34,4,7,2,2,33,18
Gujarat,2002,Kidnap - For Ransom,07. For Ransom,36,0,2,1,0,5,2,36,2,10,13,0,31,6
Haryana,2002,Kidnap - For Ransom,07. For Ransom,10,0,0,1,0,2,1,10,2,2,3,1,8,0
Himachal Pradesh,2002,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2002,Kidnap - For Ransom,07. For Ransom,27,0,0,0,4,4,0,23,2,7,7,2,19,1
Karnataka,2002,Kidnap - For Ransom,07. For Ransom,8,0,2,0,0,2,0,9,0,5,1,0,7,1
Kerala,2002,Kidnap - For Ransom,07. For Ransom,2,0,0,1,0,1,0,2,0,0,1,0,1,0
Madhya Pradesh,2002,Kidnap - For Ransom,07. For Ransom,126,1,2,2,0,6,1,164,24,61,62,3,158,8
Maharashtra,2002,Kidnap - For Ransom,07. For Ransom,24,0,0,0,0,0,0,29,4,12,4,1,29,8
Meghalaya,2002,Kidnap - For Ransom,07. For Ransom,32,0,0,0,0,0,0,32,1,8,23,0,32,0
Mizoram,2002,Kidnap - For Ransom,07. For Ransom,7,0,1,3,0,4,0,8,0,2,2,0,4,0
Nagaland,2002,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2002,Kidnap - For Ransom,07. For Ransom,4,0,2,0,0,2,0,5,0,2,1,0,3,0
Puducherry,2002,Kidnap - For Ransom,07. For Ransom,2,0,0,0,0,1,1,2,0,1,0,0,1,0
Punjab,2002,Kidnap - For Ransom,07. For Ransom,9,0,1,0,0,2,1,9,2,0,2,0,7,3
Rajasthan,2002,Kidnap - For Ransom,07. For Ransom,12,1,0,0,0,1,0,12,1,5,2,1,11,2
Sikkim,2002,Kidnap - For Ransom,07. For Ransom,3,0,0,3,0,3,0,3,0,0,0,0,0,0
Tamil Nadu,2002,Kidnap - For Ransom,07. For Ransom,1,0,2,0,0,2,0,3,0,1,0,0,1,0
Tripura,2002,Kidnap - For Ransom,07. For Ransom,52,0,50,2,0,52,0,52,0,0,0,0,0,0
Uttar Pradesh,2002,Kidnap - For Ransom,07. For Ransom,165,4,6,0,0,10,0,165,67,48,24,7,155,9
Uttarakhand,2002,Kidnap - For Ransom,07. For Ransom,10,0,0,0,0,0,0,10,3,4,3,0,10,0
West Bengal,2002,Kidnap - For Ransom,07. For Ransom,22,1,5,0,0,6,0,23,2,5,8,0,17,2
Andhra Pradesh,2003,Kidnap - For Ransom,07. For Ransom,7,1,1,0,0,3,1,7,2,2,0,0,4,0
Arunachal Pradesh,2003,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2003,Kidnap - For Ransom,07. For Ransom,86,0,34,26,0,60,0,86,0,26,0,0,26,0
Bihar,2003,Kidnap - For Ransom,07. For Ransom,374,0,2,1,0,3,0,374,5,242,120,3,371,1
Chandigarh,2003,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2003,Kidnap - For Ransom,07. For Ransom,2,0,0,0,0,0,0,2,1,0,0,0,2,1
Daman & Diu,2003,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2003,Kidnap - For Ransom,07. For Ransom,29,1,0,0,0,1,0,34,7,8,5,0,33,13
Gujarat,2003,Kidnap - For Ransom,07. For Ransom,48,1,3,0,0,4,0,49,4,18,14,5,45,4
Haryana,2003,Kidnap - For Ransom,07. For Ransom,8,0,0,0,0,0,0,8,0,8,0,0,8,0
Himachal Pradesh,2003,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2003,Kidnap - For Ransom,07. For Ransom,72,0,8,0,0,10,2,21,0,5,5,0,11,1
Karnataka,2003,Kidnap - For Ransom,07. For Ransom,17,2,1,0,0,4,1,17,1,3,5,0,13,4
Madhya Pradesh,2003,Kidnap - For Ransom,07. For Ransom,136,1,1,0,0,2,0,136,20,57,42,13,134,2
Maharashtra,2003,Kidnap - For Ransom,07. For Ransom,32,1,0,0,0,6,5,34,5,9,5,0,28,9
Meghalaya,2003,Kidnap - For Ransom,07. For Ransom,30,0,0,0,0,0,0,30,1,5,23,0,30,1
Mizoram,2003,Kidnap - For Ransom,07. For Ransom,6,0,0,0,0,0,0,6,0,3,3,0,6,0
Nagaland,2003,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2003,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2003,Kidnap - For Ransom,07. For Ransom,1,0,0,0,0,1,1,1,0,0,0,0,0,0
Punjab,2003,Kidnap - For Ransom,07. For Ransom,13,0,0,0,0,0,0,15,5,6,1,1,15,2
Rajasthan,2003,Kidnap - For Ransom,07. For Ransom,10,0,2,1,0,3,0,10,3,0,2,1,7,1
Tamil Nadu,2003,Kidnap - For Ransom,07. For Ransom,6,0,0,0,0,0,0,8,0,0,4,3,8,1
Tripura,2003,Kidnap - For Ransom,07. For Ransom,63,0,0,5,2,7,0,63,0,33,15,8,56,0
Uttar Pradesh,2003,Kidnap - For Ransom,07. For Ransom,169,3,0,0,0,5,2,169,44,86,22,3,164,9
Uttarakhand,2003,Kidnap - For Ransom,07. For Ransom,9,0,3,0,0,4,1,9,0,4,0,0,5,1
West Bengal,2003,Kidnap - For Ransom,07. For Ransom,11,0,1,0,0,1,0,11,1,4,2,2,10,1
Andhra Pradesh,2004,Kidnap - For Ransom,07. For Ransom,18,0,2,0,0,3,1,18,3,4,2,1,15,5
Arunachal Pradesh,2004,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2004,Kidnap - For Ransom,07. For Ransom,59,0,26,13,0,39,0,59,0,16,4,0,20,0
Bihar,2004,Kidnap - For Ransom,07. For Ransom,405,0,1,3,0,4,0,405,8,207,175,8,401,3
Chandigarh,2004,Kidnap - For Ransom,07. For Ransom,1,0,0,0,0,0,0,1,0,0,0,0,1,1
Chhattisgarh,2004,Kidnap - For Ransom,07. For Ransom,12,4,0,0,0,6,2,12,1,2,1,0,6,2
Delhi,2004,Kidnap - For Ransom,07. For Ransom,28,0,0,0,0,1,1,29,11,3,3,0,28,11
Gujarat,2004,Kidnap - For Ransom,07. For Ransom,36,0,1,0,0,1,0,37,2,12,19,0,36,3
Haryana,2004,Kidnap - For Ransom,07. For Ransom,8,0,1,0,0,1,0,8,3,2,0,0,7,2
Himachal Pradesh,2004,Kidnap - For Ransom,07. For Ransom,1,0,0,0,0,0,0,1,0,0,0,0,1,1
Jammu & Kashmir,2004,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2004,Kidnap - For Ransom,07. For Ransom,72,0,8,0,0,10,2,21,0,5,5,0,11,1
Karnataka,2004,Kidnap - For Ransom,07. For Ransom,13,0,2,0,0,2,0,18,0,6,6,3,16,1
Madhya Pradesh,2004,Kidnap - For Ransom,07. For Ransom,86,1,0,0,0,1,0,86,7,29,37,9,85,3
Maharashtra,2004,Kidnap - For Ransom,07. For Ransom,25,2,1,2,0,8,3,28,4,10,1,1,20,4
Manipur,2004,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2004,Kidnap - For Ransom,07. For Ransom,14,0,0,0,0,0,0,14,1,1,10,0,14,2
Mizoram,2004,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2004,Kidnap - For Ransom,07. For Ransom,2,0,0,0,0,0,0,2,0,2,0,0,2,0
Punjab,2004,Kidnap - For Ransom,07. For Ransom,5,1,0,0,0,2,1,5,0,1,0,1,3,1
Rajasthan,2004,Kidnap - For Ransom,07. For Ransom,7,0,0,0,0,0,0,7,1,4,2,0,7,0
Tamil Nadu,2004,Kidnap - For Ransom,07. For Ransom,5,0,0,0,0,0,0,5,0,3,2,0,5,0
Tripura,2004,Kidnap - For Ransom,07. For Ransom,39,0,0,0,0,0,0,90,4,49,35,2,90,0
Uttar Pradesh,2004,Kidnap - For Ransom,07. For Ransom,285,1,20,15,0,37,1,285,66,90,67,8,248,17
Uttarakhand,2004,Kidnap - For Ransom,07. For Ransom,5,0,0,0,0,0,0,5,1,1,3,0,5,0
West Bengal,2004,Kidnap - For Ransom,07. For Ransom,14,0,2,0,0,2,0,15,0,4,4,1,13,4
Andhra Pradesh,2005,Kidnap - For Ransom,07. For Ransom,18,0,0,0,0,0,0,18,5,11,1,0,18,1
Arunachal Pradesh,2005,Kidnap - For Ransom,07. For Ransom,2,2,0,0,0,2,0,2,0,0,0,0,0,0
Assam,2005,Kidnap - For Ransom,07. For Ransom,34,0,9,6,0,15,0,34,0,9,10,0,19,0
Bihar,2005,Kidnap - For Ransom,07. For Ransom,287,0,1,0,0,1,0,287,30,180,63,5,286,8
Chandigarh,2005,Kidnap - For Ransom,07. For Ransom,2,0,0,0,0,0,0,2,1,1,0,0,2,0
Chhattisgarh,2005,Kidnap - For Ransom,07. For Ransom,1,0,0,0,0,0,0,1,0,0,0,0,1,1
Dadra & Nagar Haveli,2005,Kidnap - For Ransom,07. For Ransom,2,0,0,0,0,0,0,2,0,0,0,1,2,1
Delhi,2005,Kidnap - For Ransom,07. For Ransom,32,1,0,0,0,1,0,32,8,5,3,0,31,15
Gujarat,2005,Kidnap - For Ransom,07. For Ransom,31,1,0,0,0,1,0,31,6,8,12,1,30,3
Haryana,2005,Kidnap - For Ransom,07. For Ransom,6,0,0,0,0,0,0,6,0,1,2,0,6,3
Himachal Pradesh,2005,Kidnap - For Ransom,07. For Ransom,1,0,0,0,0,1,1,1,0,0,0,0,0,0
Jammu & Kashmir,2005,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2005,Kidnap - For Ransom,07. For Ransom,23,0,8,0,0,8,0,23,5,5,5,0,15,0
Karnataka,2005,Kidnap - For Ransom,07. For Ransom,13,0,3,0,0,3,0,13,0,7,3,0,10,0
Madhya Pradesh,2005,Kidnap - For Ransom,07. For Ransom,81,0,6,5,0,11,0,81,4,40,20,4,70,2
Maharashtra,2005,Kidnap - For Ransom,07. For Ransom,36,0,8,1,0,12,3,36,7,7,3,2,24,5
Manipur,2005,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2005,Kidnap - For Ransom,07. For Ransom,13,1,0,0,0,1,0,13,1,1,10,0,12,0
Mizoram,2005,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Kidnap - For Ransom,07. For Ransom,9,0,0,1,0,1,0,9,0,5,3,0,8,0
Odisha,2005,Kidnap - For Ransom,07. For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2005,Kidnap - For Ransom,07. For Ransom,6,0,0,0,0,0,0,6,0,2,0,1,6,3
Rajasthan,2005,Kidnap - For Ransom,07. For Ransom,11,0,0,1,0,1,0,11,2,3,3,0,10,2
Sikkim,2005,Kidnap - For Ransom,07. For Ransom,1,0,0,0,0,0,0,1,0,0,0,0,1,1
Tamil Nadu,2005,Kidnap - For Ransom,07. For Ransom,1,0,0,0,0,0,0,1,0,0,0,0,1,1
Tripura,2005,Kidnap - For Ransom,07. For Ransom,30,0,1,0,0,1,0,62,0,22,31,6,61,2
